Date,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility
2021-11-19 00:00:00,AAPL211119P00045000,2021-11-08 11:03AM EST,45.0,0.01,0.0,0.01,0.0,-,1,169,287.50%
2021-11-19 00:00:00,AAPL211119P00050000,2021-10-12 10:51AM EST,50.0,0.01,0.0,0.02,0.0,-,1,4,281.25%
2021-11-19 00:00:00,AAPL211119P00055000,2021-10-12 1:26PM EST,55.0,0.01,0.0,0.01,0.0,-,1,21,243.75%
2021-11-19 00:00:00,AAPL211119P00060000,2021-10-26 8:37AM EST,60.0,0.01,0.0,0.02,0.0,-,1,253,237.50%
2021-11-19 00:00:00,AAPL211119P00065000,2021-10-29 12:17PM EST,65.0,0.01,0.0,0.02,0.0,-,11,2421,215.63%
2021-11-19 00:00:00,AAPL211119P00070000,2021-11-04 1:34PM EST,70.0,0.01,0.0,0.01,0.0,-,1,1010,187.50%
2021-11-19 00:00:00,AAPL211119P00075000,2021-10-28 2:10PM EST,75.0,0.01,0.0,0.01,0.0,-,2,880,168.75%
2021-11-19 00:00:00,AAPL211119P00080000,2021-11-10 10:15AM EST,80.0,0.01,0.0,0.01,0.0,-,3,2648,156.25%
2021-11-19 00:00:00,AAPL211119P00085000,2021-11-04 1:26PM EST,85.0,0.01,0.0,0.02,0.0,-,4,1603,150.00%
2021-11-19 00:00:00,AAPL211119P00090000,2021-11-12 3:30PM EST,90.0,0.01,0.0,0.01,0.0,-,1,2119,128.13%
2021-11-19 00:00:00,AAPL211119P00095000,2021-11-12 3:18PM EST,95.0,0.01,0.0,0.01,0.0,-,1,1789,115.63%
2021-11-19 00:00:00,AAPL211119P00100000,2021-11-12 11:44AM EST,100.0,0.01,0.0,0.02,0.0,-,11,12569,109.38%
2021-11-19 00:00:00,AAPL211119P00105000,2021-11-10 10:12AM EST,105.0,0.01,0.0,0.01,0.0,-,7,9875,90.63%
2021-11-19 00:00:00,AAPL211119P00110000,2021-11-12 3:58PM EST,110.0,0.01,0.0,0.01,0.0,-,151,9805,81.25%
2021-11-19 00:00:00,AAPL211119P00115000,2021-11-12 3:58PM EST,115.0,0.03,0.0,0.01,0.02,+200.00%,325,12905,68.75%
2021-11-19 00:00:00,AAPL211119P00120000,2021-11-12 3:59PM EST,120.0,0.02,0.01,0.02,0.0,-,179,24489,65.63%
2021-11-19 00:00:00,AAPL211119P00125000,2021-11-12 3:57PM EST,125.0,0.02,0.02,0.03,-0.02,-50.00%,476,26594,58.59%
2021-11-19 00:00:00,AAPL211119P00130000,2021-11-12 3:42PM EST,130.0,0.03,0.03,0.04,-0.03,-50.00%,986,37227,50.00%
2021-11-19 00:00:00,AAPL211119P00132000,2021-11-12 3:40PM EST,132.0,0.04,0.02,0.05,-0.02,-33.33%,454,2423,46.88%
2021-11-19 00:00:00,AAPL211119P00133000,2021-11-12 3:28PM EST,133.0,0.04,0.03,0.06,-0.04,-50.00%,803,1025,45.51%
2021-11-19 00:00:00,AAPL211119P00134000,2021-11-12 3:52PM EST,134.0,0.05,0.04,0.06,-0.03,-37.50%,410,3977,43.16%
2021-11-19 00:00:00,AAPL211119P00135000,2021-11-12 3:59PM EST,135.0,0.06,0.05,0.07,-0.04,-40.00%,779,19738,41.60%
2021-11-19 00:00:00,AAPL211119P00136000,2021-11-12 3:52PM EST,136.0,0.06,0.04,0.07,-0.04,-40.00%,124,2303,39.26%
2021-11-19 00:00:00,AAPL211119P00137000,2021-11-12 3:51PM EST,137.0,0.07,0.06,0.08,-0.06,-46.15%,559,4327,37.50%
2021-11-19 00:00:00,AAPL211119P00138000,2021-11-12 3:43PM EST,138.0,0.08,0.07,0.09,-0.06,-42.86%,1009,3511,35.74%
