Date,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility
2021-11-26 00:00:00,AAPL211126P00075000,2021-11-08 12:30PM EST,75.0,0.01,0.0,0.01,0.0,-,2,7,225.00%
2021-11-26 00:00:00,AAPL211126P00080000,2021-10-11 12:33PM EST,80.0,0.06,0.0,0.01,0.0,-,-,2,212.50%
2021-11-26 00:00:00,AAPL211126P00085000,2021-11-04 11:22AM EST,85.0,0.01,0.0,0.03,0.0,-,2,7,212.50%
2021-11-26 00:00:00,AAPL211126P00090000,2021-10-25 11:04AM EST,90.0,0.03,0.0,0.03,0.0,-,1,3,193.75%
2021-11-26 00:00:00,AAPL211126P00095000,2021-11-05 9:34AM EST,95.0,0.01,0.0,0.01,0.0,-,519,534,162.50%
2021-11-26 00:00:00,AAPL211126P00100000,2021-11-22 10:08AM EST,100.0,0.01,0.0,0.01,0.0,-,10,681,143.75%
2021-11-26 00:00:00,AAPL211126P00105000,2021-11-19 10:44AM EST,105.0,0.01,0.0,0.01,0.0,-,600,1384,131.25%
2021-11-26 00:00:00,AAPL211126P00110000,2021-11-19 1:05PM EST,110.0,0.01,0.0,0.01,0.0,-,1828,2512,118.75%
2021-11-26 00:00:00,AAPL211126P00115000,2021-11-19 3:56PM EST,115.0,0.01,0.0,0.01,0.0,-,4486,5076,106.25%
2021-11-26 00:00:00,AAPL211126P00120000,2021-11-22 11:21AM EST,120.0,0.01,0.0,0.01,0.0,-,978,866,93.75%
2021-11-26 00:00:00,AAPL211126P00121000,2021-11-22 11:21AM EST,121.0,0.01,0.0,0.01,-0.01,-50.00%,77,210,90.63%
2021-11-26 00:00:00,AAPL211126P00122000,2021-11-22 11:21AM EST,122.0,0.01,0.0,0.01,0.0,-,39,118,87.50%
2021-11-26 00:00:00,AAPL211126P00123000,2021-11-22 11:20AM EST,123.0,0.01,0.0,0.01,0.0,-,4,186,85.94%
2021-11-26 00:00:00,AAPL211126P00124000,2021-11-22 11:20AM EST,124.0,0.01,0.0,0.04,0.0,-,2,217,95.31%
