Date,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility
2021-11-19 00:00:00,AAPL211119C00045000,2021-11-04 2:54PM EST,45.0,106.03,104.8,105.4,0.0,-,300,0,391.41%
2021-11-19 00:00:00,AAPL211119C00050000,2021-11-04 1:41PM EST,50.0,101.35,99.75,100.25,0.0,-,1960,170,281.25%
2021-11-19 00:00:00,AAPL211119C00055000,2021-10-29 9:03AM EST,55.0,92.2,94.55,95.4,0.0,-,2,0,396.48%
2021-11-19 00:00:00,AAPL211119C00060000,2021-11-10 9:36AM EST,60.0,88.8,89.85,90.2,0.0,-,21,27,265.63%
2021-11-19 00:00:00,AAPL211119C00065000,2021-11-04 2:22PM EST,65.0,86.4,84.5,85.45,0.0,-,50,7,341.80%
2021-11-19 00:00:00,AAPL211119C00070000,2021-11-04 2:42PM EST,70.0,81.2,79.55,80.3,0.0,-,345,54,294.73%
2021-11-19 00:00:00,AAPL211119C00075000,2021-11-08 2:09PM EST,75.0,75.7,74.65,75.45,0.0,-,1,5,217.19%
2021-11-19 00:00:00,AAPL211119C00080000,2021-11-09 11:18AM EST,80.0,70.8,69.75,70.25,0.0,-,8,81,165.63%
2021-11-19 00:00:00,AAPL211119C00085000,2021-11-05 8:52AM EST,85.0,66.6,64.65,65.45,0.0,-,6,302,180.47%
2021-11-19 00:00:00,AAPL211119C00090000,2021-11-11 2:36PM EST,90.0,58.15,59.7,60.25,0.0,-,2,42,200.39%
2021-11-19 00:00:00,AAPL211119C00095000,2021-11-12 12:16PM EST,95.0,54.7,54.75,55.1,0.54,+1.00%,1,84,159.77%
2021-11-19 00:00:00,AAPL211119C00100000,2021-11-12 3:51PM EST,100.0,50.0,49.95,50.1,1.62,+3.35%,8,235,125.00%
2021-11-19 00:00:00,AAPL211119C00105000,2021-11-12 11:18AM EST,105.0,44.55,44.7,45.4,0.95,+2.18%,4,33,118.36%
2021-11-19 00:00:00,AAPL211119C00110000,2021-11-12 1:27PM EST,110.0,39.71,39.95,40.1,1.81,+4.78%,11,153,97.66%
2021-11-19 00:00:00,AAPL211119C00115000,2021-11-12 2:16PM EST,115.0,35.05,34.95,35.1,2.3,+7.02%,7,122,85.16%
2021-11-19 00:00:00,AAPL211119C00120000,2021-11-12 1:32PM EST,120.0,29.82,29.95,30.1,1.79,+6.39%,9,2203,72.66%
2021-11-19 00:00:00,AAPL211119C00125000,2021-11-12 3:42PM EST,125.0,25.13,24.7,25.1,2.08,+9.02%,17,384,71.48%
2021-11-19 00:00:00,AAPL211119C00130000,2021-11-12 3:52PM EST,130.0,19.9,19.8,20.1,1.84,+10.19%,12,3626,58.20%
2021-11-19 00:00:00,AAPL211119C00132000,2021-11-12 11:18AM EST,132.0,17.6,17.8,18.15,1.65,+10.34%,3,6,56.54%
2021-11-19 00:00:00,AAPL211119C00133000,2021-11-12 11:20AM EST,133.0,16.75,16.75,17.15,-1.1,-6.16%,2,6,53.71%
2021-11-19 00:00:00,AAPL211119C00134000,2021-11-12 3:31PM EST,134.0,16.25,15.8,16.15,1.6,+10.92%,1,21,50.98%
2021-11-19 00:00:00,AAPL211119C00135000,2021-11-12 3:58PM EST,135.0,15.1,14.8,15.15,2.1,+16.15%,80,951,48.24%
2021-11-19 00:00:00,AAPL211119C00136000,2021-11-12 12:45PM EST,136.0,13.83,13.75,14.15,1.93,+16.22%,11,6,45.51%
2021-11-19 00:00:00,AAPL211119C00137000,2021-11-12 1:48PM EST,137.0,12.85,13.0,13.15,1.8,+16.29%,7,199,42.68%
2021-11-19 00:00:00,AAPL211119C00138000,2021-11-12 3:59PM EST,138.0,12.1,12.0,12.15,2.12,+21.24%,37,457,39.94%
2021-11-19 00:00:00,AAPL211119C00139000,2021-11-12 2:24PM EST,139.0,10.95,10.85,11.4,1.8,+19.67%,18,344,46.44%
2021-11-19 00:00:00,AAPL211119C00140000,2021-11-12 3:55PM EST,140.0,10.0,10.05,10.45,1.94,+24.07%,1374,31167,44.63%
2021-11-19 00:00:00,AAPL211119C00141000,2021-11-12 3:59PM EST,141.0,9.1,9.05,9.35,1.95,+27.27%,368,625,38.48%
2021-11-19 00:00:00,AAPL211119C00142000,2021-11-12 3:58PM EST,142.0,8.15,8.05,8.2,2.0,+32.52%,55,780,30.52%
2021-11-19 00:00:00,AAPL211119C00143000,2021-11-12 3:58PM EST,143.0,7.2,7.1,7.25,1.6,+28.57%,229,1474,29.10%
2021-11-19 00:00:00,AAPL211119C00144000,2021-11-12 3:59PM EST,144.0,6.27,6.15,6.3,1.77,+39.33%,756,1991,27.30%
2021-11-19 00:00:00,AAPL211119C00145000,2021-11-12 3:59PM EST,145.0,5.3,5.2,5.35,1.7,+47.22%,2909,33341,25.15%
2021-11-19 00:00:00,AAPL211119C00146000,2021-11-12 3:58PM EST,146.0,4.43,4.3,4.45,1.56,+54.36%,1315,2224,23.66%
2021-11-19 00:00:00,AAPL211119C00147000,2021-11-12 3:59PM EST,147.0,3.56,3.5,3.6,1.38,+63.30%,10836,3790,22.41%
2021-11-19 00:00:00,AAPL211119C00148000,2021-11-12 3:59PM EST,148.0,2.77,2.73,2.85,1.12,+67.88%,16427,9149,21.90%
